id,question,answer,category,manufacturer
FC-0991,Hvilke identifikasjonsdata er viktigst for Cummins?,"Kontroller ESN, CPL og dataplate og verifiser opplysningene i QuickServe / BOM.",kjølesystem,Cummins
FC-0992,Hva bør du spørre om når kunden melder vannlekkasje eller varmgang?,"Avklar når symptomet oppstår, siste service, motoridentitet og om korrosjon, vanninjeksjon, slange og mottrykk er kontrollert.",eksosanlegg,MAN
FC-0993,Hva er vanlig feil ved bestilling av impeller?,"Å bestille fra bilde eller gammelt nummer uten å kontrollere variant, posisjon og supersession.",kjølesystem,Scania
FC-0994,"Hvordan forklarer du kunden hvorfor model code, serial number og marine gear/saildrive trengs?","Forklar at samme modell kan ha flere varianter, og at identifikasjonen hindrer feil del og ny driftsstans.",eksosanlegg,Yanmar
FC-0995,Hvilket system hører impeller oftest til?,"impeller vurderes i kjølesystem, men monteringsposisjon og produsentdata må bekreftes.",kjølesystem,Caterpillar (CAT)
FC-0996,Hva skal stå i et godt saksnotat?,"Kunde, motoridentitet, symptom, bilder, vurdering, valgt del, kilde, forbehold og neste steg.",eksosanlegg,Volvo Penta
FC-0997,Hva må verifiseres før serviceintervall oppgis for Mitsubishi?,"Produsentens vedlikeholdsplan, motorvariant, driftstimer, kalenderkrav, belastning og miljø i Mitsubishi/mariniseringsdokumentasjon.",kjølesystem,Mitsubishi
FC-0998,Hva gjør du hvis kunden bare oppgir Cummins og modellnavn?,"Be om ESN, CPL og dataplate, bilde av skilt og informasjon om applikasjon før del bekreftes.",eksosanlegg,Cummins
FC-0999,Hvorfor kan høy temperatur ha flere mulige årsaker?,"Fordi kjølesystem påvirkes av flere komponenter, blant annet sjøvannsfilter, impeller, varmeveksler og termostat.",kjølesystem,MAN
FC-1000,Hva er forskjellen på symptom og årsak?,Symptom er det kunden opplever; årsak er teknisk feil som må bekreftes med kontroll eller diagnose.,eksosanlegg,Scania
FC-1001,Hvilke identifikasjonsdata er viktigst for Yanmar?,"Kontroller model code, serial number og marine gear/saildrive og verifiser opplysningene i Yanmar parts documentation.",kjølesystem,Yanmar
FC-1002,Hva bør du spørre om når kunden melder vannlekkasje eller varmgang?,"Avklar når symptomet oppstår, siste service, motoridentitet og om korrosjon, vanninjeksjon, slange og mottrykk er kontrollert.",eksosanlegg,Caterpillar (CAT)
FC-1003,Hva er vanlig feil ved bestilling av impeller?,"Å bestille fra bilde eller gammelt nummer uten å kontrollere variant, posisjon og supersession.",kjølesystem,Volvo Penta
FC-1004,"Hvordan forklarer du kunden hvorfor engine model, serial number og mariniseringsleverandør trengs?","Forklar at samme modell kan ha flere varianter, og at identifikasjonen hindrer feil del og ny driftsstans.",eksosanlegg,Mitsubishi
FC-1005,Hvilket system hører impeller oftest til?,"impeller vurderes i kjølesystem, men monteringsposisjon og produsentdata må bekreftes.",kjølesystem,Cummins
FC-1006,Hva skal stå i et godt saksnotat?,"Kunde, motoridentitet, symptom, bilder, vurdering, valgt del, kilde, forbehold og neste steg.",eksosanlegg,MAN
FC-1007,Hva må verifiseres før serviceintervall oppgis for Scania?,"Produsentens vedlikeholdsplan, motorvariant, driftstimer, kalenderkrav, belastning og miljø i Scania parts catalogue.",kjølesystem,Scania
FC-1008,Hva gjør du hvis kunden bare oppgir Yanmar og modellnavn?,"Be om model code, serial number og marine gear/saildrive, bilde av skilt og informasjon om applikasjon før del bekreftes.",eksosanlegg,Yanmar
FC-1009,Hvorfor kan høy temperatur ha flere mulige årsaker?,"Fordi kjølesystem påvirkes av flere komponenter, blant annet sjøvannsfilter, impeller, varmeveksler og termostat.",kjølesystem,Caterpillar (CAT)
FC-1010,Hvorfor holder det ikke med bilde av delen alene?,"Fordi bilde sjelden bekrefter motorvariant, posisjon, produksjonsperiode eller supersession.",eksosanlegg,Volvo Penta
FC-1011,Hvilke identifikasjonsdata er viktigst for Mitsubishi?,"Kontroller engine model, serial number og mariniseringsleverandør og verifiser opplysningene i Mitsubishi/mariniseringsdokumentasjon.",kjølesystem,Mitsubishi
FC-1012,Hva bør du spørre om når kunden melder vannlekkasje eller varmgang?,"Avklar når symptomet oppstår, siste service, motoridentitet og om korrosjon, vanninjeksjon, slange og mottrykk er kontrollert.",eksosanlegg,Cummins
FC-1013,Hva er vanlig feil ved bestilling av impeller?,"Å bestille fra bilde eller gammelt nummer uten å kontrollere variant, posisjon og supersession.",kjølesystem,MAN
FC-1014,"Hvordan forklarer du kunden hvorfor engine number, application og rating trengs?","Forklar at samme modell kan ha flere varianter, og at identifikasjonen hindrer feil del og ny driftsstans.",eksosanlegg,Scania
FC-1015,Hvilket system hører impeller oftest til?,"impeller vurderes i kjølesystem, men monteringsposisjon og produsentdata må bekreftes.",kjølesystem,Yanmar
FC-1016,Hva skal stå i et godt saksnotat?,"Kunde, motoridentitet, symptom, bilder, vurdering, valgt del, kilde, forbehold og neste steg.",eksosanlegg,Caterpillar (CAT)
FC-1017,Hva må verifiseres før serviceintervall oppgis for Volvo Penta?,"Produsentens vedlikeholdsplan, motorvariant, driftstimer, kalenderkrav, belastning og miljø i Volvo Penta parts documentation.",kjølesystem,Volvo Penta
FC-1018,Hva gjør du hvis kunden bare oppgir Mitsubishi og modellnavn?,"Be om engine model, serial number og mariniseringsleverandør, bilde av skilt og informasjon om applikasjon før del bekreftes.",eksosanlegg,Mitsubishi
FC-1019,Hvorfor kan høy temperatur ha flere mulige årsaker?,"Fordi kjølesystem påvirkes av flere komponenter, blant annet sjøvannsfilter, impeller, varmeveksler og termostat.",kjølesystem,Cummins
FC-1020,Hva er forskjellen på symptom og årsak?,Symptom er det kunden opplever; årsak er teknisk feil som må bekreftes med kontroll eller diagnose.,eksosanlegg,MAN
FC-1021,Hvilke identifikasjonsdata er viktigst for Scania?,"Kontroller engine number, application og rating og verifiser opplysningene i Scania parts catalogue.",kjølesystem,Scania
FC-1022,Hva bør du spørre om når kunden melder vannlekkasje eller varmgang?,"Avklar når symptomet oppstår, siste service, motoridentitet og om korrosjon, vanninjeksjon, slange og mottrykk er kontrollert.",eksosanlegg,Yanmar
FC-1023,Hva er vanlig feil ved bestilling av impeller?,"Å bestille fra bilde eller gammelt nummer uten å kontrollere variant, posisjon og supersession.",kjølesystem,Caterpillar (CAT)
FC-1024,"Hvordan forklarer du kunden hvorfor Engine Type, Serial Number og Product Number trengs?","Forklar at samme modell kan ha flere varianter, og at identifikasjonen hindrer feil del og ny driftsstans.",eksosanlegg,Volvo Penta
FC-1025,Hvilket system hører impeller oftest til?,"impeller vurderes i kjølesystem, men monteringsposisjon og produsentdata må bekreftes.",kjølesystem,Mitsubishi
FC-1026,Hva skal stå i et godt saksnotat?,"Kunde, motoridentitet, symptom, bilder, vurdering, valgt del, kilde, forbehold og neste steg.",eksosanlegg,Cummins
FC-1027,Hva må verifiseres før serviceintervall oppgis for MAN?,"Produsentens vedlikeholdsplan, motorvariant, driftstimer, kalenderkrav, belastning og miljø i MAN service documentation.",kjølesystem,MAN
FC-1028,Hva gjør du hvis kunden bare oppgir Scania og modellnavn?,"Be om engine number, application og rating, bilde av skilt og informasjon om applikasjon før del bekreftes.",eksosanlegg,Scania
FC-1029,Hvorfor kan høy temperatur ha flere mulige årsaker?,"Fordi kjølesystem påvirkes av flere komponenter, blant annet sjøvannsfilter, impeller, varmeveksler og termostat.",kjølesystem,Yanmar
FC-1030,Hvorfor holder det ikke med bilde av delen alene?,"Fordi bilde sjelden bekrefter motorvariant, posisjon, produksjonsperiode eller supersession.",eksosanlegg,Caterpillar (CAT)
FC-1031,Hvilke identifikasjonsdata er viktigst for Volvo Penta?,"Kontroller Engine Type, Serial Number og Product Number og verifiser opplysningene i Volvo Penta parts documentation.",kjølesystem,Volvo Penta
FC-1032,Hva bør du spørre om når kunden melder vannlekkasje eller varmgang?,"Avklar når symptomet oppstår, siste service, motoridentitet og om korrosjon, vanninjeksjon, slange og mottrykk er kontrollert.",eksosanlegg,Mitsubishi
FC-1033,Hva er vanlig feil ved bestilling av impeller?,"Å bestille fra bilde eller gammelt nummer uten å kontrollere variant, posisjon og supersession.",kjølesystem,Cummins
FC-1034,"Hvordan forklarer du kunden hvorfor engine type, engine number og rating trengs?","Forklar at samme modell kan ha flere varianter, og at identifikasjonen hindrer feil del og ny driftsstans.",eksosanlegg,MAN
FC-1035,Hvilket system hører impeller oftest til?,"impeller vurderes i kjølesystem, men monteringsposisjon og produsentdata må bekreftes.",kjølesystem,Scania
FC-1036,Hva skal stå i et godt saksnotat?,"Kunde, motoridentitet, symptom, bilder, vurdering, valgt del, kilde, forbehold og neste steg.",eksosanlegg,Yanmar
FC-1037,Hva må verifiseres før serviceintervall oppgis for Caterpillar (CAT)?,"Produsentens vedlikeholdsplan, motorvariant, driftstimer, kalenderkrav, belastning og miljø i SIS / Parts Manual.",kjølesystem,Caterpillar (CAT)
FC-1038,Hva gjør du hvis kunden bare oppgir Volvo Penta og modellnavn?,"Be om Engine Type, Serial Number og Product Number, bilde av skilt og informasjon om applikasjon før del bekreftes.",eksosanlegg,Volvo Penta
FC-1039,Hvorfor kan høy temperatur ha flere mulige årsaker?,"Fordi kjølesystem påvirkes av flere komponenter, blant annet sjøvannsfilter, impeller, varmeveksler og termostat.",kjølesystem,Mitsubishi
FC-1040,Hva er forskjellen på symptom og årsak?,Symptom er det kunden opplever; årsak er teknisk feil som må bekreftes med kontroll eller diagnose.,eksosanlegg,Cummins
FC-1041,Hvilke identifikasjonsdata er viktigst for MAN?,"Kontroller engine type, engine number og rating og verifiser opplysningene i MAN service documentation.",kjølesystem,MAN
FC-1042,Hva bør du spørre om når kunden melder vannlekkasje eller varmgang?,"Avklar når symptomet oppstår, siste service, motoridentitet og om korrosjon, vanninjeksjon, slange og mottrykk er kontrollert.",eksosanlegg,Scania
FC-1043,Hva er vanlig feil ved bestilling av impeller?,"Å bestille fra bilde eller gammelt nummer uten å kontrollere variant, posisjon og supersession.",kjølesystem,Yanmar
FC-1044,"Hvordan forklarer du kunden hvorfor ESN, Serial Number Prefix og Arrangement Number trengs?","Forklar at samme modell kan ha flere varianter, og at identifikasjonen hindrer feil del og ny driftsstans.",eksosanlegg,Caterpillar (CAT)
FC-1045,Hvilket system hører impeller oftest til?,"impeller vurderes i kjølesystem, men monteringsposisjon og produsentdata må bekreftes.",kjølesystem,Volvo Penta
FC-1046,Hva skal stå i et godt saksnotat?,"Kunde, motoridentitet, symptom, bilder, vurdering, valgt del, kilde, forbehold og neste steg.",eksosanlegg,Mitsubishi
FC-1047,Hva må verifiseres før serviceintervall oppgis for Cummins?,"Produsentens vedlikeholdsplan, motorvariant, driftstimer, kalenderkrav, belastning og miljø i QuickServe / BOM.",kjølesystem,Cummins
FC-1048,Hva gjør du hvis kunden bare oppgir MAN og modellnavn?,"Be om engine type, engine number og rating, bilde av skilt og informasjon om applikasjon før del bekreftes.",eksosanlegg,MAN
FC-1049,Hvorfor kan høy temperatur ha flere mulige årsaker?,"Fordi kjølesystem påvirkes av flere komponenter, blant annet sjøvannsfilter, impeller, varmeveksler og termostat.",kjølesystem,Scania
FC-1050,Hvorfor holder det ikke med bilde av delen alene?,"Fordi bilde sjelden bekrefter motorvariant, posisjon, produksjonsperiode eller supersession.",eksosanlegg,Yanmar
FC-1051,Hvilke identifikasjonsdata er viktigst for Caterpillar (CAT)?,"Kontroller ESN, Serial Number Prefix og Arrangement Number og verifiser opplysningene i SIS / Parts Manual.",kjølesystem,Caterpillar (CAT)
FC-1052,Hva bør du spørre om når kunden melder vannlekkasje eller varmgang?,"Avklar når symptomet oppstår, siste service, motoridentitet og om korrosjon, vanninjeksjon, slange og mottrykk er kontrollert.",eksosanlegg,Volvo Penta
FC-1053,Hva er vanlig feil ved bestilling av impeller?,"Å bestille fra bilde eller gammelt nummer uten å kontrollere variant, posisjon og supersession.",kjølesystem,Mitsubishi
FC-1054,"Hvordan forklarer du kunden hvorfor ESN, CPL og dataplate trengs?","Forklar at samme modell kan ha flere varianter, og at identifikasjonen hindrer feil del og ny driftsstans.",eksosanlegg,Cummins
FC-1055,Hvilket system hører impeller oftest til?,"impeller vurderes i kjølesystem, men monteringsposisjon og produsentdata må bekreftes.",kjølesystem,MAN
FC-1056,Hva skal stå i et godt saksnotat?,"Kunde, motoridentitet, symptom, bilder, vurdering, valgt del, kilde, forbehold og neste steg.",eksosanlegg,Scania
FC-1057,Hva må verifiseres før serviceintervall oppgis for Yanmar?,"Produsentens vedlikeholdsplan, motorvariant, driftstimer, kalenderkrav, belastning og miljø i Yanmar parts documentation.",kjølesystem,Yanmar
FC-1058,Hva gjør du hvis kunden bare oppgir Caterpillar (CAT) og modellnavn?,"Be om ESN, Serial Number Prefix og Arrangement Number, bilde av skilt og informasjon om applikasjon før del bekreftes.",eksosanlegg,Caterpillar (CAT)
FC-1059,Hvorfor kan høy temperatur ha flere mulige årsaker?,"Fordi kjølesystem påvirkes av flere komponenter, blant annet sjøvannsfilter, impeller, varmeveksler og termostat.",kjølesystem,Volvo Penta
FC-1060,Hva er forskjellen på symptom og årsak?,Symptom er det kunden opplever; årsak er teknisk feil som må bekreftes med kontroll eller diagnose.,eksosanlegg,Mitsubishi
FC-1061,Hvilke identifikasjonsdata er viktigst for Cummins?,"Kontroller ESN, CPL og dataplate og verifiser opplysningene i QuickServe / BOM.",kjølesystem,Cummins
FC-1062,Hva bør du spørre om når kunden melder vannlekkasje eller varmgang?,"Avklar når symptomet oppstår, siste service, motoridentitet og om korrosjon, vanninjeksjon, slange og mottrykk er kontrollert.",eksosanlegg,MAN
FC-1063,Hva er vanlig feil ved bestilling av impeller?,"Å bestille fra bilde eller gammelt nummer uten å kontrollere variant, posisjon og supersession.",kjølesystem,Scania
FC-1064,"Hvordan forklarer du kunden hvorfor model code, serial number og marine gear/saildrive trengs?","Forklar at samme modell kan ha flere varianter, og at identifikasjonen hindrer feil del og ny driftsstans.",eksosanlegg,Yanmar
FC-1065,Hvilket system hører impeller oftest til?,"impeller vurderes i kjølesystem, men monteringsposisjon og produsentdata må bekreftes.",kjølesystem,Caterpillar (CAT)
FC-1066,Hva skal stå i et godt saksnotat?,"Kunde, motoridentitet, symptom, bilder, vurdering, valgt del, kilde, forbehold og neste steg.",eksosanlegg,Volvo Penta
FC-1067,Hva må verifiseres før serviceintervall oppgis for Mitsubishi?,"Produsentens vedlikeholdsplan, motorvariant, driftstimer, kalenderkrav, belastning og miljø i Mitsubishi/mariniseringsdokumentasjon.",kjølesystem,Mitsubishi
FC-1068,Hva gjør du hvis kunden bare oppgir Cummins og modellnavn?,"Be om ESN, CPL og dataplate, bilde av skilt og informasjon om applikasjon før del bekreftes.",eksosanlegg,Cummins
FC-1069,Hvorfor kan høy temperatur ha flere mulige årsaker?,"Fordi kjølesystem påvirkes av flere komponenter, blant annet sjøvannsfilter, impeller, varmeveksler og termostat.",kjølesystem,MAN
FC-1070,Hvorfor holder det ikke med bilde av delen alene?,"Fordi bilde sjelden bekrefter motorvariant, posisjon, produksjonsperiode eller supersession.",eksosanlegg,Scania
FC-1071,Hvilke identifikasjonsdata er viktigst for Yanmar?,"Kontroller model code, serial number og marine gear/saildrive og verifiser opplysningene i Yanmar parts documentation.",kjølesystem,Yanmar
